DR Shorey,3
DS Kulkarni,3
DW Steyn,3
FH Edwards,3
GD McGrath,3
GH Vihari,3
HV Patel,3
I Sharma,3
IR Jaggi,3
Iqbal Abdulla,3
J Theron,3
JDS Neesham,3
JO Holder,3
K Rabada,3
KMA Paul,3
KMDN Kulasekara,3
KV Sharma,3
KW Richardson,3
Karanveer Singh,3
Kuldeep Yadav,3
LJ Wright,3
M Kartik,3
M Rawat,3
MA Starc,3
MJ Lumb,3
MM Sharma,3
MN Samuels,3
MS Gony,3
MS Wade,3
Mohammad Hafeez,3
Mohammed Shami,3
Mujeeb Ur Rahman,3
NJ Maddinson,3
NK Patel,3
NLTC Perera,3
NM Coulter-Nile,3
P Chopra,3
P Dogra,3
P Kumar,3
P Negi,3
P Ray Barman,3
PC Valthaty,3
Parvez Rasool,3
R McLaren,3
RE van der Merwe,3
RR Powar,3
RT Ponting,3
S Aravind,3
S Chanderpaul,3
S Sohal,3
S Sriram,3
SJ Srivastava,3
SK Warne,3
SL Malinga,3
SS Shaikh,3
Sandeep Sharma,3
Shivam Mavi,3
Shivam Sharma,3
T Henderson,3
TK Curran,3
TS Mills,3
UT Yadav,3
Vishnu Vinod,3
WA Mota,3
WD Parnell,3
Y Nagar,3
Yashpal Singh,3
Z Khan,3
AP Dole,7
AUK Pathan,7
BCJ Cutting,7
BJ Haddin,7
CRD Fernando,7
ER Dwivedi,7
Harpreet Brar,7
I Malhotra,7
J Syed Mohammad,7
KJ Abbott,7
KK Cooper,7
Kamran Akmal,7
LPC Silva,7
MK Lomror,7
MM Ali,7
N Pooran,7
RR Pant,7
RS Sodhi,7
RV Gomez,7
Rashid Khan,7
SB Styris,7
SM Curran,7
SN Khan,7
SN Thakur,7
Shahid Afridi,7
Umar Gul,7
V Sehwag,7
A Chandila,2
A Singh,2
A Zampa,2
AB Dinda,2
AF Milne,2
AJ Turner,2
AS Rajpoot,2
B Laughlin,2
BAW Mendis,2
BE Hendricks,2
CJ Jordan,2
CK Langeveldt,2
D Kalyankrishna,2
DJ Muthuswami,2
H Das,2
HF Gurney,2
IS Sodhi,2
JD Unadkat,2
Jaskaran Singh,2
KP Appanna,2
Kamran Khan,2
LE Plunkett,2
M Ashwin,2
M Muralitharan,2
M de Lange,2
MA Wood,2
MM Patel,2
Mohammad Ashraful,2
P Awana,2
PP Ojha,2
Pankaj Singh,2
RK Bhui,2
RS Gavaskar,2
S Badree,2
S Kaul,2
S Nadeem,2
S Sreesanth,2
S Tyagi,2
SB Jakati,2
SB Wagh,2
Shoaib Ahmed,2
Shoaib Akhtar,2
Swapnil Singh,2
TD Paine,2
TM Srivastava,2
VS Malik,2
YS Chahal,2
A Mukund,4
A Nehra,4
A Uniyal,4
AA Chavan,4
AD Nath,4
AG Murtaza,4
AG Paunikar,4
Anureet Singh,4
Avesh Khan,4
BB Sran,4
CJ McKay,4
DE Bollinger,4
DJ Jacobs,4
GB Hogg,4
GC Viljoen,4
Harmeet Singh,4
Harpreet Singh,4
Imran Tahir,4
J Suchith,4
JDP Oram,4
JJ Bumrah,4
Joginder Sharma,4
KB Arun Karthik,4
L Balaji,4
L Ronchi,4
LH Ferguson,4
M Ntini,4
Mohammad Asif,4
Mohammed Siraj,4
NA Saini,4
NS Naik,4
P Parameswaran,4
PJ Cummins,4
PJ Sangwan,4
PM Sarvesh Kumar,4
PSP Handscomb,4
PV Tambe,4
R Ninan,4
R Sharma,4
R Shukla,4
RP Singh,4
S Randiv,4
SB Bangar,4
SB Joshi,4
SE Bond,4
SK Trivedi,4
SM Harwood,4
SMSM Senanayake,4
SW Tait,4
T Kohli,4
T Thushara,4
TA Boult,4
UA Birla,4
UBT Chand,4
VR Aaron,4
VRV Singh,4
X Thalaivan Sargunam,4
Younis Khan,4
A Nel,5
AA Kazi,5
AM Salvi,5
AS Roy,5
Abdur Razzak,5
Anand Rajan,5
Arshdeep Singh,5
B Geeves,5
BW Hilfenhaus,5
C Ganapathy,5
C Nanda,5
CJ Dala,5
CV Varun,5
DJ Willey,5
DP Nannes,5
GS Sandhu,5
Gagandeep Singh,5
IC Pandey,5
J Yadav,5
JL Denly,5
JP Behrendorff,5
JW Hastings,5
K Khejroliya,5
K Santokie,5
KH Devdhar,5
KK Ahmed,5
KM Asif,5
L Ablish,5
L Ngidi,5
M Prasidh Krishna,5
MB Parmar,5
MG Neser,5
MJ Henry,5
Mustafizur Rahman,5
NB Singh,5
ND Doshi,5
O Thomas,5
P Amarnath,5
P Dharmani,5
P Prasanth,5
P Suyal,5
RA Shaikh,5
RR Bhatkal,5
RR Bose,5
RV Pawar,5
RW Price,5
S Kaushik,5
S Ladda,5
S Lamichhane,5
S Midhun,5
S Sandeep Warrier,5
SC Kuggeleijn,5
SM Boland,5
SS Agarwal,5
SS Mundhe,5
SS Sarkar,5
Sunny Gupta,5
T Mishra,5
T Natarajan,5
T Shamsi,5
TP Sudhindra,5
Tejas Baroka,5
U Kaul,5
V Pratap Singh,5
VY Mahesh,5
Y Prithvi Raj,5
YA Abdulla,5
AB Agarkar,6
AB Barath,6
AD Mascarenhas,6
AL Menaria,6
AM Nayar,6
AP Majumdar,6
AP Tare,6
AR Bawne,6
AS Joseph,6
AS Raut,6
Anirudh Singh,6
Azhar Mahmood,6
B Akhil,6
B Chipli,6
B Kumar,6
B Stanlake,6
B Sumanth,6
BA Bhatt,6
BB Samantray,6
BR Dunk,6
Bipul Sharma,6
CA Ingram,6
CA Pujara,6
CJ Anderson,6
CM Gautam,6
CR Woakes,6
DB Das,6
DB Ravi Teja,6
DH Yagnik,6
DJ Harris,6
DJG Sammy,6
DJM Short,6
DL Chahar,6
DM Bravo,6
DNT Zoysa,6
DP Vijaykumar,6
DS Lehmann,6
DT Christian,6
DT Patil,6
E Lewis,6
EJG Morgan,6
F Behardien,6
FY Fazal,6
GC Smith,6
GJ Bailey,6
GR Napier,6
Gurkeerat Singh,6
H Klaasen,6
HH Gibbs,6
IK Pathan,6
J Arunkumar,6
JE Taylor,6
JH Kallis,6
JJ van der Wath,6
JM Kemp,6
JP Faulkner,6
K Goel,6
K Upadhyay,6
KAJ Roach,6
KC Cariappa,6
KK Nair,6
LR Shukla,6
M Kaif,6
M Klinger,6
M Manhas,6
M Markande,6
M Morkel,6
MA Khote,6
MC Juneja,6
MD Mishra,6
MDKJ Perera,6
MG Johnson,6
MJ Clarke,6
MK Tiwary,6
MR Marsh,6
MS Bisla,6
Mandeep Singh,6
Mashrafe Mortaza,6
Mohammad Nabi,6
N Saini,6
NJ Rimmington,6
NV Ojha,6
P Simran Singh,6
PA Reddy,6
PP Chawla,6
PR Shah,6
R Ashwin,6
R Bhatia,6
R Bishnoi,6
R Rampaul,6
R Sathish,6
R Tewatia,6
R Vinay Kumar,6
RE Levi,6
RG More,6
RJ Harris,6
RJ Peterson,6
RJ Quiney,6
RK Singh,6
RR Raje,6
RR Rossouw,6
RR Sarwan,6
Rasikh Salam,6
S Anirudha,6
S Dube,6
S Gopal,6
S Rana,6
SA Abbott,6
SA Asnodkar,6
SA Yadav,6
SC Ganguly,6
SD Chitnis,6
SD Lad,6
SP Goswami,6
SP Narine,6
SW Billings,6
Sachin Baby,6
Shakib Al Hasan,6
Shoaib Malik,6
T Taibu,6
TG Southee,6
TL Suman,6
TM Dilshan,6
V Shankar,6
VH Zol,6
VS Yeligati,6
VVS Laxman,6
W Jaffer,6
WPUJC Vaas,6
Washington Sundar,6
Y Gnaneswara Rao,6
Y Venugopal Rao,6
YV Takawale,6
